id|treatment
0adad30b-2a29-427b-8d23-1c76fc6d6fd5|1.4
82267cf1-364d-43d7-ab6e-8f0af7523fce|1.5
76f9e8e3-2a2d-46ca-8dbe-28a0aa849cc6|1.5
525afcc2-c88e-4681-8d5c-50e0d47dfd3a|1.5
abbbeae5-1f0b-4416-b5a8-d51b0e2b7d8f|1.5
866d649b-deeb-4c4c-82c8-e94892de51b4|1.4
806e2713-14a2-4de1-838d-e936d28aa3f4|1.5
5c86b81f-553c-493f-a71c-b7fcf0a7a1e3|1.5
7aa1210c-874f-4023-aba7-66a0f2b50887|1.5
a116e4cb-c098-425e-bbac-f38a86ad87ee|1.4
deebbb18-a9ec-47ff-bd43-5c802768a975|1.5
87519a19-24c5-41db-a5dc-8152d60a59e5|1.4
6d94cc3b-a691-47ad-bce7-27377f87a0f9|1.5
2d02aceb-2694-4d96-b251-7eacedb2f7a5|1.4
91090fff-f9fd-4e2f-a490-c46c3b10feb7|1.4
73d8f9ab-8948-4744-8160-a26c7f76d2d6|1.4
da9a9c26-6bad-475b-931b-cb268fd32d80|1.4
1524e8bc-da39-4766-a3fe-a334c0390292|1.4
32ed435c-7c36-4a88-8961-90392026be6f|1.4
6b8642b3-6b11-4e49-aedb-af1c2049dbb1|1.5
8af05d77-7ede-4b51-883d-bf4fc397c8b1|1.4
e7d76f97-a59b-468b-9037-96ac839fa9ea|1.4
c2061da3-78bc-45d3-81b5-82e1b4cf6cb2|1.4
dba09f24-6f76-494a-9f5f-146a8d2b7404|1.4
2fa91f2b-bddc-4dc8-ad60-82eb990360f6|1.5
80264dab-7a08-45f4-ad9a-fd8f4aad92c5|1.5
408e640e-87f7-4ef1-94ed-11adb4fc8ec9|1.5
D3BF5A5C-B14B-4C1C-AB23-0F23A1B878F1|1.4
4e339b64-4d5c-49ec-9e94-71005eda9a4d|1.4
6cff32bf-2825-4705-89c2-05a3121fc1b7|1.4
d98973ca-95c5-4443-b318-0a6050a59df1|1.4
66ad2845-dc7e-42a9-8fda-be17b7d61399|1.5
7fba0b45-48db-4635-b8de-4d344b9c0974|1.5
1bad2d6a-43f1-4688-a4cc-437a368569b0|1.5
d24a4dc5-a9eb-4c13-a9de-0d3c9edf7af1|1.5
eeef28cb-d6c5-4e4d-88bf-4fd04d9220bd|1.4
c767c3dc-a02b-4216-8840-e3b3fdfc94e6|1.4
1e7613cc-d1f5-440f-a54a-f789e8c81529|1.5
f0ad39c9-0e89-4ab3-b5c7-8ba64d5b3889|1.4
e66b98aa-4a58-4357-b053-8f67ede3ba06|1.5
3e0de199-aeb8-424f-9197-8eb6556975f4|1.4
1c3f877c-83bc-4e33-87d3-f0091086ba7d|1.5
0c7ec122-5426-49d5-920d-9197ac8f9c36|1.4
13dff905-f973-4366-a34a-a2b86aa4ef45|1.4
1091777d-3e74-48a4-8f0b-6be1ab96d2bd|1.4
fea50099-065d-4be2-afee-7f072f30e117|1.5
c83a1fd8-b126-440e-9d5d-378af8546754|1.5
d8a3ecfd-7841-4c78-bb42-20bb193b51f1|1.5
4a71210c-3025-4625-aec3-be386d86c254|1.5
d7d2dc2d-085c-4f12-abcd-81d7a5f83617|1.4
e147bbb5-4c2e-4445-b03c-ac49528e6c0e|1.4
6015103d-b685-4430-920f-555e2868d73e|1.4
d78c0f3d-5efa-479d-ae6b-31ada9611962|1.4
ee649f73-23ed-4d3e-a12e-8e6b9fa5e945|1.4
747aa17f-bd50-4d9e-b8fe-414836460564|1.5
39b08264-05fc-4d99-927b-6d27dcf420ff|1.4
f972c257-213a-4c47-a1f3-a5b89ec84e7d|1.4
36751ab1-5885-43a1-bcf0-e9425d719a54|1.4
bf4f3b1b-ff78-49ad-94f5-140cd4f7f6a8|1.4
218c57ae-cb99-4725-861a-423d06dcc633|1.5
10578cae-e0e9-48d4-89c8-efd54b74d2d9|1.4
5dcabaa9-d91e-4544-a844-c412ad4422c0|1.5
364cf6db-0be6-4549-8a92-91b5e343ae35|1.5
2d46803a-cb41-42e5-95bc-b8271348199b|1.4
308b7b79-d365-4939-949c-c75e9a5b5ac5|1.4
55dad229-4743-45f2-ba2d-aad5869c46f4|1.4
0588a7f2-70dd-4240-83d4-6dd1316fe154|1.4
ae6a064f-679f-423b-9515-617a54275698|1.5
9f5974b9-3222-4d4a-a85d-6176148338e1|1.4
df120629-843b-4b7a-8afa-c9b541d6beb3|1.4
729923a0-0a2b-4fe0-a9d3-5885807b865d|1.4
03253cae-7244-422b-a9e4-372ed7808c53|1.4
7f026ff1-8897-4f25-a094-3de8553c5ee1|1.5
1555d217-c77b-4380-be1a-6e93c3216019|1.4
89938fcd-adaf-4bd8-885a-005cdb80b87d|1.4
6447f336-8153-4ca6-ac41-9f39dfa2f8b9|1.5
1a9d9fe1-ee5f-472e-8b98-64163486418a|1.5
7ed12e17-e066-4ef6-88cb-6a57cc8e9d01|1.4
5ecd315d-1090-4ed2-8ac4-3a2e978edda5|1.4
f3bd7c54-5cba-4001-9a4e-2f6583f6f7f8|1.4
4863e4e7-b8fc-439c-be48-d066e0936b92|1.5
310e9d67-cdae-4f39-a1c2-e19a8bbf2007|1.5
5939a5b4-3b0f-4f36-88c8-26c9746822e9|1.4
e6c68316-de12-4f99-b7a2-997fbd1fa7df|1.5
828b534b-d483-4dbf-88e3-d55605fe5b47|1.4
d45e75aa-4642-4395-b021-9c9d651cebd2|1.4
67d2c6ae-57fd-4e96-bb8f-3a6cad61c0a6|1.5
12d52df0-2e44-40ad-93e7-aa3e738581bf|1.5
8931EE70-DEB5-476A-967F-EEF57B7923D7|1.5
0c76fd93-e516-4776-bc36-fab2c08a76e7|1.4
b1199b04-34cd-44ac-aaca-80ff46aa2ce8|1.4
425bd8ed-b7fb-401b-bcf0-5d8661595d14|1.4
2058889e-b73b-462c-9102-02911872998d|1.4
77f7d4a2-a5a9-4472-8411-ba0dd34ba180|1.5
ac431688-57d3-4f80-a7fd-b1cb7c43e739|1.5
ce516fe6-b6e0-47e5-b3c2-a73d25de95ee|1.4
5CD7F83F-C94A-4032-99AE-1C23BC15F6E5|1.4
cc9c9d8e-fe72-44af-be17-2c1f75a252da|1.4
b325fef0-9f4e-4cee-a9b9-76d9d33b4253|1.4
961fca9b-e029-4ec5-a49e-a84c59e771d0|1.4
065fd4c8-f44a-42cf-8867-725014bd756e|1.4
9700e3f3-52db-41c3-81b9-37a91d610da5|1.5
dd8d7904-a651-4411-8725-e76185d80d8b|1.5
0ea768da-c09f-4aec-beba-b6ebc5cd0878|1.4
49b76003-3325-4a8e-80f4-ca64b25b433f|1.5
2d4f95c1-b3c0-411b-ae3f-aa3628f145f5|1.5
26179062-52a2-49af-9602-8eecf6cc2ea4|1.5
964c2768-a43e-432b-bfaa-905a79b67720|1.4
0bc1b540-1fa7-442b-a97a-cd3f96f72733|1.5
c3a8d8c7-7d39-44a2-8f2a-5007756c9263|1.4
2636d229-cda0-44bb-8fe5-a725a5cb6080|1.4
72161bcc-d75b-4c90-90b2-72b6f8a4743d|1.4
1e81d5a8-5e50-4b62-a4cb-faf0ace6fd65|1.4
778e67a5-d427-4a86-9845-447d8e8f78e9|1.4
6562E03A-70DA-43BB-890E-CE9393EE5634|1.5
8c98b721-58e4-4750-9a7f-0e5891c284a7|1.5
65bbb4f0-010a-4996-a598-e2a70ed22e36|1.4
c2074012-d9c1-43bc-931e-1cd42aeba371|1.4
5020d149-46e2-4804-92fc-8cd73a2958a2|1.4
c93cdc89-e4f9-4518-81a9-fcd8e5065db7|1.4
9da164d2-5644-4f65-acf3-74afb8448dfd|1.4
dee036ca-33b6-4da7-8850-d7dcf08a180c|1.5
6ab719ad-15c8-43ca-b072-adffc6822473|1.4
9115f59d-dc8f-4b85-9b31-e11c28d6cdbd|1.4
e4a8a3ba-447e-4659-a1fa-7e924679319a|1.4
c86cc48e-cba8-45ef-b626-ae69be9a3f20|1.4
d043b409-6005-43ca-aa2e-7a59e84afce4|1.4
0598c58a-8b52-4ea5-bfd7-eb6fc805ce71|1.4
8a759b0a-ffe9-4041-9b4d-42c47ad6b75b|1.4
37dab70a-9a72-4b23-afdc-ac6f38614cb1|1.4
cc3d041b-f12d-4c91-af9b-f3412b14fb49|1.4
f79b1e34-209e-444a-acc6-17077df2bcd6|1.4
ecc58c47-146e-4948-85cd-f0c7808bb2c0|1.5
5da6b17c-e565-41a0-a13f-d8a879929ade|1.4
49ead447-50be-4d20-9e73-6a47afc0faa4|1.4
cdb6de36-dbb5-43cd-92f7-88c0eef5fcf8|1.5
f5bbfaf4-e663-480a-83c8-4389ddeb60f8|1.5
9bbe781b-1f84-42fb-8e28-eac148454123|1.4
fd80e617-8d43-49d5-92a6-2f75b96809e8|1.5
46eed66a-214c-4531-959d-e196e1c8d932|1.4
ab2d6788-c233-49e8-816f-66ba3b4d8e25|1.5
9764a6eb-e7c6-4da5-b6ad-ebc748bc881d|1.5
cddac5fb-705b-4e6a-9317-939501573b75|1.4
f108d565-f9cf-4556-bb3d-1090ea9f110b|1.4
7b8a1c24-1823-4331-a7af-5816f1b21247|1.4
86f874c5-8a2e-49ce-b2ab-cac8bed63b1f|1.4
4cc5bc30-b98f-42ec-a248-be8d9b1f1482|1.4
20491cf9-edc9-4a16-9333-30a9d5a427b4|1.4
4bb99c6f-0b3e-4c17-b520-e4908e65b364|1.4
de449e35-bd60-4365-b859-f89b5cf72631|1.4
38908a23-8bf9-499b-b062-444aa30c17d5|1.4
49ec745f-b70e-4c90-a806-392924bac059|1.4
65AED25C-385C-4568-85A9-CD266CBBCD84|1.4
777a0a17-95ef-400b-9047-423716626725|1.4
cd2733bc-4047-457b-94e5-67b6130ce34d|1.4
f5270ee4-151d-46ee-9dc7-6c47c9a043bf|1.5
03095d81-d4dc-4e8c-aa91-1aeca872f477|1.4
69f8172d-3276-4336-b78f-a0864877a16d|1.4
c9731d9a-bdc6-4a8f-a392-2a7f17887e5c|1.4
0258b946-f514-4be6-9198-1f51a2a2615f|1.4
dd3be402-e582-4d6d-b9f4-1d7cdd30c694|1.4
bfd80141-5e45-4b66-bff8-2359b8af7919|1.5
becd66a7-3779-4e87-a816-5ff026e7a16b|1.4
4799ba39-0946-47f7-a48e-f43c8cc9c7e9|1.5
bf3ac5d8-2764-4a5e-b7e0-f511ad48d647|1.4
904294c1-70cd-4ae8-8a3a-65c326194648|1.4
f4d0538e-0e84-4cdf-9bc6-0752f2fdbcf2|1.5
ed4c6671-8211-4a8e-964b-b62250ce8f41|1.4
c89cc174-d2a0-40c2-8afb-6908f0b22905|1.4
1d3c4676-8465-4697-b143-7c28639ad713|1.4
ad692a43-aa7d-4463-81c2-285b88f53c87|1.4
28cde375-fe73-4575-aeae-8dcf9bdfeb20|1.4
1bf389bf-961b-429e-9a7b-5628d2a13568|1.4
943b606c-ee69-4c64-b10d-c4722dbc92db|1.4
0c569ea6-6cd1-4aea-91e5-9c6e4d59898d|1.4
82af51ae-ab9e-45da-ba22-857539439285|1.4
65a11d14-5fb2-4a8d-bcea-66011c595001|1.5
86adb3c4-b091-4844-bb97-5f910a34851d|1.5
5ac0e49e-3484-4e84-9897-a358c308c296|1.4
f4ff5e24-1315-4c2c-b260-82b1bed54ec8|1.4
cf052060-fe39-4110-a304-f98908141651|1.4
f1d1fb0f-3b43-4dfa-b9e0-d74b7e67ce0f|1.4
5d60e370-dd47-43be-b0a5-018b11d645b9|1.5
6d14c8f6-59c1-46b3-b442-6c493c0b244e|1.4
9a9f0818-750a-42fe-9080-a9ab3cb0f285|1.4
1e886a52-f50f-4e25-8bf2-e0d86af68d47|1.4
45edb0ec-20d6-4577-8333-0004c592218a|1.5
db364784-f101-4e54-883a-2b2cbba08752|1.4
267eaf3c-d922-40f9-bd7d-c1e2ae2965c9|1.5
a8fca16c-0f1f-4d28-b9ba-dfa4a2c6d34c|1.4
aa07bb79-d3a5-4ce9-b2ad-a0745ed39234|1.4
d1719664-074e-4e79-ae99-7e7bc1865f33|1.4
609702b9-0127-4595-9849-70067f5aa1a1|1.4
4e0ef819-9e7e-4bef-8415-ecb26c0cd65c|1.4
ea4cce81-a060-4385-bf97-8b3f034f6341|1.5
a9f9fd7b-2adc-41aa-aee6-958f52930f2c|1.5
d19df7c7-c464-494a-bc70-60d61582e0b3|1.5
5ac45e8c-4791-4492-9a43-d7f23d30dd39|1.4
ba0f856d-8624-49c4-bedf-8c1bce8371cd|1.4
07346360-fef7-496a-8bdd-0554d851592f|1.4
368c6af5-dbda-4770-be5c-9293d5fa1b82|1.4
ec130638-cb3e-4338-8406-c02dcf581d12|1.5
356f64d6-349d-4a5e-86c8-7854693718ac|1.4
ebc52b42-29fe-4610-857c-16e2e038263b|1.5
3dafd479-6540-464f-85dc-cb93ace22a73|1.4
282018c9-7e36-4c33-bf0a-68c3bddacccf|1.4
db651b93-48bd-4874-b97f-b52bbe433f31|1.4
ea77c233-a090-455d-82bc-7edfffad0227|1.5
4a2e3ec5-bf63-4e1d-8631-82fdd36d70b8|1.5
f7c23708-2811-4365-8f4f-f022f8657671|1.5
8593d61b-53bc-4098-8a90-04e8da99b025|1.4
09705821-7d2a-480b-950f-2d84734320a3|1.4
ab0338b0-0bf5-4386-a389-8a4ba35a7360|1.4
f78b6a20-67ec-4478-9975-e2f569eecd67|1.4
6983c58f-3fb3-497e-8fed-3dbbd58a642d|1.4
f47e299c-589a-4dc3-824b-4d0040c2bd42|1.5
c6534be1-2154-44c7-8c22-9e9973e124d4|1.4
b1956b12-bcff-471f-b056-dde095bb0d7d|1.5
2abcdd13-cd14-4ed4-a38e-3e5463d7709e|1.4
5ee46fda-8fa7-453c-bfca-9f60d2335dfa|1.5
9468dce3-3fc7-41ab-baac-5ed008fe4230|1.4
1c6d093f-3bb6-4e3c-8dad-d6079cee8531|1.4
7d527a19-a9ab-4238-99cd-ce2db2163c67|1.4
0010d6b0-cd6d-44b9-85bc-8ffdda28ed1a|1.4
36ff37b8-2d87-4afb-a372-1a394b1ccba7|1.5
649fa72a-d3b2-4ed7-8120-942b770d09b3|1.4
e1bdb328-e92b-4568-8600-78cd27b23cca|1.4
a2e020ca-5a7e-4b55-a1b3-90040a2588f5|1.4
632ae7ae-e4f5-4202-81b4-11d775870031|1.5
1d34750e-2871-4c22-bcd8-e5275d8c73c9|1.5
9e658242-a6f6-41f6-a9d9-164dc94ba80b|1.4
5c852e66-5647-4d5c-864c-f957d2a1d5c1|1.5
7ab20f40-601d-43b8-ae9d-80ffd76d8d37|1.4
ba4769a6-838d-4981-b75d-96e17dc434fe|1.5
cbe3763a-1857-4757-9224-a03743e062f6|1.4
e338d9cd-745d-4d29-981d-df318aacfb76|1.4
7c76a39d-9122-4878-8030-702da834eaa3|1.4
fa56ad54-2886-43dc-9c35-52df2628eaa7|1.4
d21c1c4e-dfc1-4e0d-9afc-e4ef176484e8|1.4
f628994a-5bbc-4f41-86cc-fb80381b986c|1.4
19e01396-f5e9-48dd-a689-b28ad2c51f8b|1.4
1E5E7207-E04F-4ADD-A9C7-DC7DBC93C2A7|1.4
f3d4873d-959a-43e3-9a3b-ae3ff2c1713e|1.4
3ad28c51-f3f7-4b20-a1b0-ae2c8853f9b9|1.5
908bc2ab-42cf-4d68-97f9-46ebe5dbaf3f|1.4
bd876283-bc5c-460a-bc30-603eaa558647|1.4
119215fa-7c86-4b0f-bac6-8618f6733c16|1.4
3f93222e-53ea-4e46-ba18-48cda5df996d|1.4
997d887f-ca6d-4cc4-ae2c-61d1a3c3e7bd|1.4
b62574bc-c87c-482e-8812-cf034992aa39|1.4
c8670c26-5812-407a-a52c-6e785693de2f|1.5
0a71d7cd-0a38-4984-8e65-c5055f7764ab|1.4
e0481f7e-7ffb-46e6-9b25-bbb9b026a34b|1.4
72b8ba54-c70f-4a8c-a3e3-7764359d5f23|1.4
38dcd69e-5cc7-4936-9365-daf24feae83a|1.4
dbee7836-d3bf-4f30-add3-73874bd0cbfb|1.5
f902abc6-af16-4db4-9db0-f0f7562fc286|1.5
482b852d-8811-4d7a-91f5-ef1ac70a1b91|1.4
fdffcddf-b6dd-4483-9b19-22801156cfe5|1.5
056d66a0-f87a-48bb-ac42-a747681a1408|1.5
8c69108f-e0c1-4373-b793-eeeca964915b|1.4
54396d4d-8ec6-4330-bd2f-4396e6c0f2d2|1.4
1b77f651-e58f-400f-ae60-a9354f519ed3|1.5
775e3b80-741f-41dc-91fc-5f7e0a16536d|1.5
5501cf1b-3e23-475c-b86b-f9058a3845b1|1.4
bfc4ae1e-5578-408c-a519-442e41a71072|1.5
66bb81d4-6faa-4bf6-9ade-27472e134b39|1.5
71899d84-a880-4a6b-8085-7bc633a7d3d6|1.4
6b8021d6-19f0-4127-a29f-c481aee1972a|1.4
6f4f674f-10ae-431f-84de-44672a3b0d12|1.5
17b2cfcd-0339-4036-8a37-80e8d378002b|1.4
10fe395b-ead2-4e61-a7b7-b0b86fcc43de|1.4
81f380d6-c118-4ebc-9a5e-6eec97d8d8dd|1.4
a3d0d9e5-6524-4f0b-b8bb-6d7ef933348a|1.5
1bbace86-e75f-4445-81c0-bd22667b6b2a|1.4
10206771-a925-41aa-b550-cf7a1570c992|1.4
47fc84e0-b1b4-4544-86e9-fa8075c39d93|1.5
d6c9832b-9dae-4b3e-a007-9d1ef3babc05|1.4
4083d68b-e1a0-42cf-8d25-b556eacfafbb|1.4
8a951def-94c7-4d44-bcbe-682bed8aecf1|1.4
1f3f3755-aa12-4b89-9ef9-65deffbde8ba|1.4
49ad947c-bf26-4bf5-a812-8954fd5b7703|1.5
cbf29982-ae19-430a-9f51-3583912939cf|1.4
e2c15966-5393-4a9a-8dda-f47683cf3af8|1.5
9d25120d-aa9d-4714-8175-94f13c87dd83|1.4
e40b8a7a-9ff4-4775-ad2f-45613923bfd4|1.4
b741da8d-18d3-461f-b70c-412ef9144534|1.4
4c0f70d5-0520-4744-94f8-bde7404c4cca|1.4
815d1046-fe27-48fa-92c8-854f2e886482|1.4
4c1cbeda-47b1-44aa-a826-c1573c14e3d6|1.4
78c2f59c-b485-4d5a-827e-9cb756bc74cf|1.5
bc1a9507-4ada-4e09-99c8-4cce74d34c10|1.4
f3a0b291-524c-4d6c-ba03-e8ae0248137d|1.4
85458b99-034f-40ae-9b47-45f87758d160|1.5
2fa7584c-391d-4839-b1d6-ce02e368a3eb|1.5
7f07225c-3adb-4e17-a5a5-a099cb47d763|1.4
77f22fd1-51eb-4079-ab28-262dbcc0ab08|1.5
c5b6f473-5385-4e8f-9263-e1ffd82ad718|1.5
33b9629d-37c5-434c-a6bb-c07fb24f20fa|1.4
206fbb23-a14b-4e6b-b3a6-34d0156a3575|1.5
c5858270-f565-4d58-80be-be12a3488f4b|1.4
97e9ba35-6577-494f-bc81-6741c4fde263|1.4
109a8b50-ebd0-4132-bd61-d8b10b7e8869|1.4
adb849c2-e8ea-4e09-a03b-277546cdb0db|1.4
58376fba-3377-4153-983b-73d416f0cdf2|1.4
a101696d-5709-4677-8c3b-c24a686b30cb|1.4
bd378563-a651-4d3e-884c-19763799f8ab|1.4
654eb774-8b1c-42f7-aead-f590c85d263a|1.4
635849ec-08d2-4481-99c4-b65d8a19886d|1.4
6815c53a-3319-47b2-b666-b0241b4384f9|1.4
cfe93b6e-68fa-4a42-bd2f-887f308fdd6d|1.4
55e8b619-11c7-49aa-b89b-6a064fe3741e|1.4
1fe341d2-aecb-45d4-883b-7105013f433e|1.5
1f51dce0-8de8-4f1b-b729-55f6cffb406b|1.4
39fc2fae-6e99-4380-9fe7-585a6acb73bc|1.4
2fefc47e-13e4-4fad-a320-bf6471bf8068|1.4
f95252f3-2783-4848-ba34-a193ecf27f53|1.4
799e94ee-a91c-4908-b5cb-88db7fc7f899|1.5
e4119cec-e95c-4740-a838-d2df26b0e98f|1.5
c106f5a8-33ea-49e7-8810-b35ba2532246|1.4
12a97662-8340-43bd-8802-739e33a09e2a|1.5
2a3e94fa-ee88-4767-86f9-0bdc1cb92cd9|1.5
1219cf64-420d-43bf-b270-dbbed13c61b0|1.4
cade9a9b-894e-4e44-9f9a-409e95315c75|1.4
b9ff9eb2-aea6-47b6-a1ce-bf272c11e00e|1.5
fb6e2066-5d40-480d-8685-641b1449a976|1.4
c92d6b4a-9586-40d0-bd11-59cefdcf7fa0|1.5
00599ea2-9e07-4b5e-9dba-1c1bdbdc4fda|1.4
c15f57f2-621d-40be-af92-17fe00512bb0|1.5
398199fa-1206-49cd-8747-0b555c97f669|1.5
1fd25cad-f62d-4726-985a-acab42d938fd|1.4
fc09f053-69c5-4997-b606-978906c6ece7|1.4
34ab4188-f2ca-4b91-a3d0-75becf51d997|1.4
618ff470-7436-4e63-9320-b16699a2d63d|1.4
3c3e62f2-5bad-4dec-a79e-8df3708974c3|1.4
e16af0b1-e404-4210-a885-099712dde8a9|1.4
9fc3b1e5-8df2-4e0c-a2a1-d69db5d11deb|1.4
1e65bf20-eaa6-4862-ab7a-5a83922d8d32|1.4
28e21f11-2082-418d-9ec2-8c7543f24c78|1.4
f4116c92-9073-40ac-96a9-59d103ea10f5|1.4
9838f36f-e608-4b5b-babb-930e0dfe17ff|1.4
36d3daf5-91ca-4ce6-bac7-fec826cd9b08|1.5
593968c3-0724-4a39-a303-e4a20854c632|1.5
9cedfb0a-8661-4a37-b655-0081f0ce2d43|1.4
78b0f42b-78a7-42d2-9cb7-ce70c1468fae|1.4
6c4b0073-1086-4cf8-b11c-7e4964851b03|1.5
d4fd6b3f-ad0f-4375-86b5-28ae2799e202|1.4
cbd2d514-9fe1-4fc6-b2e8-8912e8d3cfe0|1.5
fba89808-49b1-4934-b72a-505227764d94|1.5
b80eafd1-286d-4077-8aac-082e60d097e0|1.4
9f0a5116-0d54-4d6c-b581-3a75bd29fd8a|1.4
443fc701-4fb4-4108-bae6-d0249b2b57a6|1.4
0ba39bda-bccc-40f4-bdf4-dc15327a2325|1.4
8b046162-3e8c-44fc-a536-faa4d6027bbd|1.4
a81571fb-2105-4337-a9a0-1e4927091cf7|1.4
3705eea4-1d0f-423e-b360-83fb43d95748|1.4
2dc70b4a-b2a0-4bd4-8a92-033bbc6a9a90|1.4
cd641bd4-7df6-44aa-8964-3363131de603|1.4
d4da4ee7-1e37-4297-8049-9baa93230788|1.4
e43779ce-f5ee-464f-ba81-f3f843873312|1.5
b1f0b1bf-0d15-42f2-ab1f-bfd126927eb3|1.4
9f3471b5-1ff8-483e-b663-43c7f644cdf0|1.4
ecea52ff-58fb-485a-b5c7-7fe6bfe8de9c|1.4
472b300f-4486-4084-99d7-efecdaaeed44|1.4
23715be1-b815-42fa-b46a-f258eb04f6d6|1.4
c766152b-96dc-4a12-a393-00713339b075|1.4
156cee08-e640-4d19-90f7-7600d46d3862|1.5
98888525-8039-43b7-a1c8-d92178ec4f8b|1.4
f32fda1c-efdc-4bb0-bba3-6f0f78e9bf78|1.4
989e01cc-50d2-4301-8ecb-f532a891ea71|1.4
0ceafcc5-27b7-4155-84ca-ba35059238cd|1.4
6fa7b5b2-ec23-48d9-99cd-1820d7b7334a|1.4
da5730a1-6fc0-4504-8bc6-50b508ec373e|1.5
9af70973-2572-4291-8646-bbf067a54f27|1.5
36bae45c-34fe-4599-b139-b9cf1d19fb78|1.4
61d6ceaa-00e9-4395-aa07-13ffaa46cf09|1.5
51df2f49-bf8b-4d54-8e14-b8fd56f97541|1.4
fc787f6d-7d42-4bc2-abc5-43280159a23c|1.5
9f0945b8-d038-485a-bfe4-fb0c9442faf9|1.4
3c28f8bb-b5e7-4130-ae99-1f91b2edf393|1.4
9a3ed303-e1c3-4a7d-b29a-3eadcb781948|1.4
01322318-c308-4bca-884c-f75d37c83978|1.4
feef3056-0fde-4262-b858-df510adf3896|1.4
5048d004-8997-41b1-8dfc-3af49835d8a3|1.4
febace1e-9688-4a58-9fc6-699a74654adf|1.4
92ef9806-4af4-4b50-8242-c877ef06b6b1|1.4
438c3f66-8a5d-4805-9b0e-4736ccb84628|1.5
5c1a0c98-5c22-4c0d-8360-71249143f690|1.4
6b36e0e1-688d-4bc8-8f1a-56c68beb9be6|1.5
b8af8ffa-5559-4bd5-ba84-c7e2dc88b285|1.4
137c673f-dbbd-4dcc-babb-c42ff7aec91c|1.4
9238f1e6-06c2-4be8-a025-4f95a23dc9ec|1.4
5afc913a-e61c-4eb5-89d6-c38faf522cd1|1.5
5010b77c-34c3-41c2-a432-ca07ec2875c0|1.5
bf393f5b-bc95-40ee-b85e-5ce231caecd4|1.4
be9c7bcc-6556-4870-a0d6-df72014097be|1.5
1f19c0d2-706f-4cdc-a127-f63c7b7d5d1a|1.4
22c9e0a7-4efd-4dd7-b62f-1a0f8cbd5bb9|1.5
76fc5f23-9b47-4812-b213-3f3414e74531|1.4
b41ba9dd-35b6-475e-a69c-9eace60252a0|1.5
0dee18b3-ecf0-4f6c-b68e-da7dbd5fac6a|1.4
c82f0e20-3227-4a9f-b74b-6e81ff915e1f|1.4
01d80525-d37e-4dea-a8f1-907cfa9d6fb5|1.5
27d537b9-cd9c-45f5-a29e-e710a05b5909|1.4
eebf09b3-13be-48ef-85a0-dc880c3bfbb0|1.4
90924d22-6821-4c64-afcc-72704aa7ed70|1.5
da6f6bc4-1745-4f87-8405-900cfa1a86b4|1.4
